"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"CLM75_RS13830","CLM75_RS13830","inositol monophosphatase","Pseudomonas lurida MYb11","GO:0046855","inositol phosphate dephosphorylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00377","PMID:24451626"
"CLM75_RS13835","CLM75_RS13835","hypothetical protein","Pseudomonas lurida MYb11","GO:0003676","nucleic acid binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.30.420.10","PMID:24451626"
"CLM75_RS13850","CLM75_RS13850","methyl-accepting chemotaxis protein","Pseudomonas lurida MYb11","GO:0007165","signal transduction","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00015","PMID:24451626"
"CLM75_RS13850","CLM75_RS13850","methyl-accepting chemotaxis protein","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00015","PMID:24451626"
"CLM75_RS13850","CLM75_RS13850","methyl-accepting chemotaxis protein","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00304","PMID:24451626"
"CLM75_RS13850","CLM75_RS13850","methyl-accepting chemotaxis protein","Pseudomonas lurida MYb11","GO:0004888","transmembrane signaling receptor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00260","PMID:24451626"
"CLM75_RS13850","CLM75_RS13850","methyl-accepting chemotaxis protein","Pseudomonas lurida MYb11","GO:0006935","chemotaxis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00260","PMID:24451626"
"CLM75_RS13855","CLM75_RS13855","MFS transporter","Pseudomonas lurida MYb11","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"CLM75_RS13855","CLM75_RS13855","MFS transporter","Pseudomonas lurida MYb11","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"CLM75_RS13855","CLM75_RS13855","MFS transporter","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00710","PMID:24451626"
"CLM75_RS13855","CLM75_RS13855","MFS transporter","Pseudomonas lurida MYb11","GO:0042910","xenobiotic transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00710","PMID:24451626"
"CLM75_RS13855","CLM75_RS13855","MFS transporter","Pseudomonas lurida MYb11","GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00710","PMID:24451626"
"CLM75_RS13865","CLM75_RS13865","integrase","Pseudomonas lurida MYb11","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00589","PMID:24451626"
"CLM75_RS13865","CLM75_RS13865","integrase","Pseudomonas lurida MYb11","GO:0006310","DNA recombination","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00589","PMID:24451626"
"CLM75_RS13865","CLM75_RS13865","integrase","Pseudomonas lurida MYb11","GO:0015074","DNA integration","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00589","PMID:24451626"
"CLM75_RS13875","CLM75_RS13875","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Pseudomonas lurida MYb11","GO:0009245","lipid A biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01164","PMID:24451626"
"CLM75_RS13875","CLM75_RS13875","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Pseudomonas lurida MYb11","GO:0016757","transferase activity, transferring glycosyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01164","PMID:24451626"
"CLM75_RS13875","CLM75_RS13875","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Pseudomonas lurida MYb11","GO:0016757","glycosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01164","PMID:24451626"
"CLM75_RS13875","CLM75_RS13875","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Pseudomonas lurida MYb11","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01164","PMID:24451626"
"CLM75_RS13875","CLM75_RS13875","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Pseudomonas lurida MYb11","GO:0046677","response to antibiotic","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01164","PMID:24451626"
"CLM75_RS13880","CLM75_RS13880","bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA","Pseudomonas lurida MYb11","GO:0016742","hydroxymethyl-, formyl- and related transferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF036506","PMID:24451626"
"CLM75_RS13880","CLM75_RS13880","bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA","Pseudomonas lurida MYb11","GO:0016831","carboxy-lyase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd05257","PMID:24451626"
"CLM75_RS13880","CLM75_RS13880","bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA","Pseudomonas lurida MYb11","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF50486","PMID:24451626"
"CLM75_RS13880","CLM75_RS13880","bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA","Pseudomonas lurida MYb11","GO:0009058","biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00551","PMID:24451626"
"CLM75_RS13885","CLM75_RS13885","4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase","Pseudomonas lurida MYb11","GO:0005975","carbohydrate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF88713","PMID:24451626"
"CLM75_RS13885","CLM75_RS13885","4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase","Pseudomonas lurida MYb11","GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01870","PMID:24451626"
"CLM75_RS13885","CLM75_RS13885","4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase","Pseudomonas lurida MYb11","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01522","PMID:24451626"
"CLM75_RS13890","CLM75_RS13890","lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase","Pseudomonas lurida MYb11","GO:0000030","mannosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02366","PMID:24451626"
"CLM75_RS13890","CLM75_RS13890","lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase","Pseudomonas lurida MYb11","GO:0006493","protein O-linked glycosylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02366","PMID:24451626"
"CLM75_RS13890","CLM75_RS13890","lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02366","PMID:24451626"
"CLM75_RS13890","CLM75_RS13890","lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase","Pseudomonas lurida MYb11","GO:0016763","transferase activity, transferring pentosyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01165","PMID:24451626"
"CLM75_RS13890","CLM75_RS13890","lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase","Pseudomonas lurida MYb11","GO:0016763","pentosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01165","PMID:24451626"
"CLM75_RS13895","CLM75_RS13895","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00892","PMID:24451626"
"CLM75_RS13895","CLM75_RS13895","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00892","PMID:24451626"
"CLM75_RS13895","CLM75_RS13895","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30561","PMID:24451626"
"CLM75_RS13895","CLM75_RS13895","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:0009103","lipopolysaccharide biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01869","PMID:24451626"
"CLM75_RS13895","CLM75_RS13895","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:1901505","carbohydrate derivative transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01869","PMID:24451626"
"CLM75_RS13900","CLM75_RS13900","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30561","PMID:24451626"
"CLM75_RS13900","CLM75_RS13900","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30561","PMID:24451626"
"CLM75_RS13900","CLM75_RS13900","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:0009103","lipopolysaccharide biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00538","PMID:24451626"
"CLM75_RS13900","CLM75_RS13900","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","Pseudomonas lurida MYb11","GO:1901505","carbohydrate derivative transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00538","PMID:24451626"
"CLM75_RS13905","CLM75_RS13905","UDP-glucose/GDP-mannose dehydrogenase family protein","Pseudomonas lurida MYb11","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF000124","PMID:24451626"
"CLM75_RS13905","CLM75_RS13905","UDP-glucose/GDP-mannose dehydrogenase family protein","Pseudomonas lurida MYb11","GO:0000271","polysaccharide biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF500134","PMID:24451626"
"CLM75_RS13905","CLM75_RS13905","UDP-glucose/GDP-mannose dehydrogenase family protein","Pseudomonas lurida MYb11","GO:0003979","UDP-glucose 6-dehydrogenase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF500134","PMID:24451626"
"CLM75_RS13905","CLM75_RS13905","UDP-glucose/GDP-mannose dehydrogenase family protein","Pseudomonas lurida MYb11","GO:0051287","NAD binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00984","PMID:24451626"
"CLM75_RS13910","CLM75_RS13910","glycosyltransferase","Pseudomonas lurida MYb11","GO:0000030","mannosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02366","PMID:24451626"
